OrderId,OrderLineNumber,ProductId,ProductName,Quantity,UnitPrice,LineTotal,DiscountAmount,TaxAmount
63677f80-5cbd-47f8-9a2e-268dd0962cbc,1,1561,EcoFire Camping Stove,1,124.99,124.99,0.0,10.94
3845d247-9610-437c-9c95-47fce23b63cb,1,1522,SummitClimber Backpack,2,219.99,439.98,0.0,38.5
3845d247-9610-437c-9c95-47fce23b63cb,2,1563,CompactCook Camping Stove,2,94.99,189.98,0.0,16.62
3845d247-9610-437c-9c95-47fce23b63cb,3,1563,CompactCook Camping Stove,2,94.99,189.98,0.0,16.62
3845d247-9610-437c-9c95-47fce23b63cb,4,1543,TrekStar Hiking Sandals,1,89.99,89.99,0.0,7.87
744a0220-84e4-4f05-a2f8-a227f1fb9e23,1,1543,TrekStar Hiking Sandals,1,89.99,89.99,0.0,7.87
2b581808-f0fa-46ce-8748-91c35cd36c5f,1,1541,TrekReady Hiking Boots,1,179.99,179.99,0.0,15.75
2f421785-0d28-4a44-b9ff-df9b453a5ddf,1,1532,TrailBlaze Hiking Pants,1,89.99,89.99,0.0,7.87
2f421785-0d28-4a44-b9ff-df9b453a5ddf,2,1522,SummitClimber Backpack,1,219.99,219.99,0.0,19.25
2f421785-0d28-4a44-b9ff-df9b453a5ddf,3,1521,Adventurer Pro Backpack,1,189.99,189.99,0.0,16.62
3568ee06-04d3-48d1-bbb8-319045cf4dd6,1,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
3568ee06-04d3-48d1-bbb8-319045cf4dd6,2,1542,TrailWalker Hiking Shoes,3,129.99,389.97,0.0,34.12
3568ee06-04d3-48d1-bbb8-319045cf4dd6,3,1511,Alpine Explorer Tent,2,449.99,899.98,0.0,78.75
3568ee06-04d3-48d1-bbb8-319045cf4dd6,4,1512,SkyView 2-Person Tent,1,329.99,329.99,0.0,28.87
5f844be8-dff5-49c7-a7e6-2a9a52d05942,1,1533,RainGuard Hiking Jacket,2,169.99,339.98,0.0,29.75
5f844be8-dff5-49c7-a7e6-2a9a52d05942,2,1553,Adventure Dining Table,2,149.99,299.98,0.0,26.25
514c7851-63eb-48d9-94f5-badb828ded39,1,1512,SkyView 2-Person Tent,2,329.99,659.98,0.0,57.75
514c7851-63eb-48d9-94f5-badb828ded39,2,1552,TrekMaster Camping Chair,2,74.99,149.98,0.0,13.12
