OrderId,PaymentMethod,TransactionId
c263c36d-376f-41b1-973c-fec01bab09d6,VISA,c96256c3-551a-46fc-8b3a-ef1a1f8e0654
8f8ddd25-d938-49a8-9de8-39ce3ed0d844,VISA,547915ff-f69b-4800-b238-a6f9c6b4f985
8fac3e75-14f5-4bc8-87c2-20cf88b5cfcf,VISA,5f39e6d2-e8ea-428f-9502-d19e47d41342
fca5fdab-7206-4a55-9ea9-fa7f241e7877,Discover,15da9a47-ffab-4c9d-a5bb-cd50dd482622
f297371e-cc95-46d6-a494-6952491d0939,VISA,cd95798c-5ba4-40bd-b403-a5f62b5639f0
cf71aa3f-aedd-4481-b787-4b2f1fbf3f46,AmEx,9df05ef6-1b4c-43d0-a384-32fde9d3109d
02b0eebf-c78d-4556-be1b-32747c1dc51a,VISA,57457302-017e-425e-8690-a257e3684b3e
d8e9be83-c011-4ddb-b354-dc0cd01ad995,PayPal,24042b0e-b027-4401-abac-3fd1ad08cbe8
99a0e77e-4934-4aed-a6b8-3ef41c88dc8b,PayPal,4f3ae6f1-ce5f-41b6-8857-6c9a9d3c927a
72b5f3da-a420-442a-ae58-28feacdfdba3,MC,d6311d8f-99ff-48ad-9ac3-4dfc57f17b0e
69e9d15e-be1a-4519-8c06-0b26dc3742dc,VISA,e2484340-222b-4b31-ba8c-b10713763efb
346923cd-75a1-4669-a18d-0f5bb50df5a5,Discover,f1ed4e8e-f1b0-4d4e-bdc4-e3bd674473f0
be5bbb1c-6269-4be4-a4d3-8e6c7a54bff3,VISA,69e996de-f911-4e59-b3eb-1fdffa76313f
842cd289-f1f0-41a3-86a2-cccdd257dc85,MC,020d41ae-8e5e-4ac4-87fb-38bd062aa7cd
ede4ca49-f725-479e-a01f-a4f6e2519f66,VISA,32ed4efc-33ed-4996-aa62-711bc2f3417a
6779f8c2-0ee0-4da6-aa9a-a1f0b46336ca,MC,abbd2bfe-7100-4fca-8d9b-914b1731b48e
f4f4519f-a910-463c-b5ad-865b265aff84,PayPal,96d74b6c-848c-4e28-aa95-1fc7b38d9a61
54cdcc9e-3a0d-482a-abf3-e0ce5e484abf,Discover,68117508-704d-4898-a2b7-dd4bcb290ffb
3ab5f99e-b5c9-472c-88fc-ee1924efe3fa,MC,be41e0ad-52f4-4d50-99c3-89f786ba934c
1470c574-f7c4-4245-8d73-309218b878de,AmEx,0fb734d9-d5ef-4f3f-8c5a-44b57a64711a
3754965e-a0cf-4eaa-b7d3-39b5b0d91313,PayPal,799852f6-1fef-4c44-b587-ec3952e1f8d7
