PaymentId,InvoiceId,CustomerId,PaymentDate,PaymentAmount,PaymentMethod,IsoCurrencyCode,CreatedBy
6405d31f-0f6f-48c9-89f4-54c718fd3deb,INV-6611a5f5-d40d-467b-8c98-4a1fcda2552d,CID-001,2025-04-27,2821.5,VISA,USD,SampleGen
15bea0a2-5a6a-434d-9b61-f16ed9700b7d,INV-062881a6-ae27-4269-869e-1ceac7dfba61,CID-001,2025-10-14,1649.2,VISA,USD,SampleGen
64136796-5efa-4842-a4b3-a7b99d83da5b,INV-91ea4f51-2c0f-4a1b-b836-43eb0819300c,CID-001,2025-06-13,3211.56,MC,USD,SampleGen
b39d59b1-e68c-4644-a91a-f9ee5c6ee8bc,INV-b2a746bd-7103-4fca-b666-cd415f9668b8,CID-001,2026-02-08,5600.78,AmEx,USD,SampleGen
6a40a77c-f7d9-43f6-84c7-07b8f35694f0,INV-5319e72b-6cfa-40d9-a9a8-ea7af69e257e,CID-001,2025-04-04,4494.2,Discover,USD,SampleGen
60d0fef4-f49f-45e2-8175-34150df21081,INV-f94bd6e1-2870-42d9-bae7-5476026bed3d,CID-001,2025-01-02,343.36,Discover,USD,SampleGen
9fbdbcc1-2e53-4fe2-aa82-ab2b68d5beff,INV-7fac99be-a78e-4b2e-94da-58f8e4555142,CID-001,2025-07-17,3892.16,MC,USD,SampleGen
3b86f52c-e3ea-4493-a549-82023b800afb,INV-5d8c0bf2-0cfa-4f24-b875-158e4b8ae787,CID-001,2025-04-23,1047.06,PayPal,USD,SampleGen
17487fd6-a8ee-4b53-8683-c0d1b0966060,INV-7c30a057-40db-410d-99d0-608e74a3d731,CID-001,2025-10-17,3188.24,VISA,USD,SampleGen
b719a758-5bc2-4d13-bfa0-3d80e652fa64,INV-dc94a769-1ef5-4d62-a157-f93e922941b4,CID-001,2025-07-25,852.1,MC,USD,SampleGen
f118a0c2-14a2-45bb-8f8d-4abb5be89e50,INV-dd396adc-e144-4bda-92bb-7f151b41dab6,CID-001,2025-05-25,328.46,VISA,USD,SampleGen
1082e1b3-bbba-41a2-9945-4c8252fb9442,INV-6b4cca38-4298-44cd-80d5-5f317048d5c1,CID-002,2025-05-17,635.9,Discover,USD,SampleGen
40ec5386-bee2-4ad0-871c-dd222aa5f418,INV-84c87a0f-f474-491c-8f81-7a2e5dd600f6,CID-002,2025-11-15,4621.34,VISA,USD,SampleGen
c3a6fd77-41e2-4186-bf52-36d4d77fa73a,INV-5eb6a62a-b008-4157-99a9-ad0494a591b3,CID-002,2025-07-25,1008.96,MC,USD,SampleGen
e37b038d-ca24-46a9-901a-d61a019db2f1,INV-ecffbcf3-d74e-40c9-9936-b0a6cdaddd17,CID-002,2025-03-02,4481.46,VISA,USD,SampleGen
e63f24db-7658-44c0-9c8a-86660d6e481a,INV-3ec0c011-e75c-4d36-9553-f8debdd53766,CID-002,2025-10-14,1971.46,VISA,USD,SampleGen
c95547a6-4394-41b6-8bfc-3b351cadf44a,INV-b87ceaad-693a-41b5-ac27-773e96805949,CID-003,2026-02-05,542.56,VISA,USD,SampleGen
f73e588c-b17b-428f-9206-e14628bf5e5e,INV-54e499c5-ac6a-4ed4-977a-f5ec610b7185,CID-003,2025-08-20,502.26,PayPal,USD,SampleGen
951ecc8f-dfee-4729-9bd0-50415a1f7601,INV-4b57f6d6-60e4-494b-9c21-a7aca54d6a4c,CID-003,2025-10-16,1950.24,VISA,USD,SampleGen
c7e1e4df-e4fa-4ad5-aac4-534ffb897c8d,INV-8ec3c7e9-9448-4b13-ba5c-a315b97f2c44,CID-003,2025-05-20,2391.06,AmEx,USD,SampleGen
903ee431-79da-403a-8e78-af3e8e42d803,INV-5b17975a-68eb-4118-a5fb-590340e907f9,CID-003,2025-04-20,1110.66,MC,USD,SampleGen
38a4edd8-3fe7-420a-9b1c-10c3c1d61a68,INV-4a86d42b-682a-4356-9036-ed335dbae7e8,CID-003,2025-12-22,1903.56,VISA,USD,SampleGen
84549976-05ee-41e5-8f4f-a214b217db8a,INV-ceee0aba-6beb-4cd8-a94f-a531270fa198,CID-003,2026-02-16,4091.4,VISA,USD,SampleGen
25331b3c-e536-4928-a196-3d871e510768,INV-fa7647eb-ad62-40d3-8b6c-08396b50a431,CID-003,2025-01-15,3739.54,AmEx,USD,SampleGen
472e2aeb-6fdf-4d74-84ec-b610cda5e96d,INV-e777672a-a7a6-451a-91e7-3ac2699cc261,CID-003,2025-02-22,1717.04,MC,USD,SampleGen
66fda49c-1c86-4d27-bd9f-bcd63f4cd074,INV-5a95e576-3cfe-45b9-9381-6bfc085b3693,CID-003,2025-06-27,394.2,Discover,USD,SampleGen
d33edf15-9bf9-427c-9a82-94d9cb271878,INV-e2e3a02b-05e1-4e7e-9d7d-b1aacea04029,CID-003,2025-04-12,551.12,VISA,USD,SampleGen
b3dfd5e6-1040-4848-9b36-e8aefd86c078,INV-153d5e98-f50b-4d14-8117-4494f00e0309,CID-004,2025-10-13,4952.04,VISA,USD,SampleGen
a2e5205d-b834-4366-8b07-58739e5e71be,INV-857c6341-29f0-4b71-ba7f-ad31bfc76143,CID-004,2025-08-21,669.84,VISA,USD,SampleGen
54693432-1665-496c-9d53-d35fed459ac7,INV-d0c0856a-369e-4b1e-aa82-8410908b687f,CID-004,2025-03-07,3417.18,MC,USD,SampleGen
d583f5bc-1b9d-4efc-9f33-16198bfffcb6,INV-a7ad10e7-cbae-4210-a6d8-4155d32c07ec,CID-004,2025-03-01,3595.34,MC,USD,SampleGen
f62626e1-a91a-4e1f-8c74-2c8e1503f77d,INV-a778dc0f-fb68-40da-8d57-ce882627940e,CID-004,2025-12-13,2991.04,Discover,USD,SampleGen
78ae297b-9636-4646-b5de-1806bc10d223,INV-7bf3ff5e-d0cd-45c4-914f-9d80697764df,CID-004,2025-03-29,1398.98,VISA,USD,SampleGen
f65f4e10-579a-4c80-b41b-5b479ef3aff1,INV-f96debe1-0e09-4eac-8e77-48265a4fe56c,CID-005,2025-03-30,1842.06,VISA,USD,SampleGen
d1fb6f0c-686c-4412-a0a9-33e7e2c78a9f,INV-74db2f00-a6e6-4cf8-b0ff-a28875ae3e84,CID-005,2025-01-25,3226.34,PayPal,USD,SampleGen
0fce992e-d8d5-4d1a-a034-6302d7059807,INV-8ec05856-02f0-4902-a697-767b9de8cdbc,CID-005,2025-08-02,1776.34,MC,USD,SampleGen
3367e9ee-91cd-4dd2-913a-ed74ce79bf9f,INV-161947ad-202e-4887-8941-9b01d03f36aa,CID-005,2025-04-30,1117.06,MC,USD,SampleGen
1d9072ab-d275-4ab2-90f2-03501b178484,INV-765d66a5-4346-423a-9f12-3754ec3cc547,CID-005,2025-04-24,423.84,Discover,USD,SampleGen
e66108f2-b4de-4cd8-9f20-45dfdc614a6e,INV-72e2d428-a3c4-4cff-8152-9e6eddd25e39,CID-006,2025-08-14,860.58,AmEx,USD,SampleGen
9694a3ce-24af-4c04-b38e-8993e2208649,INV-cdce9ba4-dfe0-464e-afd6-9745d5c075cc,CID-006,2025-02-13,4201.54,VISA,USD,SampleGen
a20a2f2a-ea30-4f7c-ba63-c3d6db25c046,INV-b8d4bb9d-2f82-47b1-a883-c792bcb50de0,CID-006,2025-01-31,1365.0,VISA,USD,SampleGen
f0ca4b05-fbfa-41d9-9aaf-252398a49826,INV-d5c8bc90-24cf-4c7e-9e1b-e3cf4fbf3cef,CID-006,2025-05-20,1498.62,MC,USD,SampleGen
d9cd7874-414d-4215-bccc-0f0455f1bb68,INV-bb00c86b-a062-4a60-96d2-0f8e2e5cf0a4,CID-006,2025-11-18,2056.3,VISA,USD,SampleGen
3ac4c7e7-f98a-4d88-9405-1281bb510e36,INV-f3a035ef-caed-4287-b5b7-ecf5badc3538,CID-006,2025-06-02,6940.58,MC,USD,SampleGen
af7bcded-9679-4fb6-b4ce-af4c9bcd8a2e,INV-3fc06e35-9699-46f1-90ef-9693a1a9ee08,CID-006,2025-12-28,2488.66,AmEx,USD,SampleGen
df8ad9db-f3f6-48a6-b7c6-f720062cee26,INV-e07ab2e0-be9c-4b45-9627-2b8aab650cb4,CID-006,2026-02-23,250.06,AmEx,USD,SampleGen
9816cf1a-3ec0-4709-be19-05383e44e1b7,INV-2263af7c-2982-446c-ab91-de77d10abc25,CID-006,2025-02-14,5995.16,VISA,USD,SampleGen
edd29a6a-be28-464c-a4f8-023674766e9d,INV-dce9962e-be33-4c0f-bccf-86acd34e3547,CID-006,2026-01-12,1547.46,AmEx,USD,SampleGen
4d2522b2-31bc-455b-a4b7-f619b4134c52,INV-7d7fb54a-6079-4af2-925c-5c37f18be126,CID-007,2025-02-10,1411.82,VISA,USD,SampleGen
00226633-45c3-4641-92a1-50eebc79b8f2,INV-91cdfd49-882e-4ca1-b977-15abaacea230,CID-007,2025-11-28,1280.24,VISA,USD,SampleGen
2aaa5734-bbd3-4b67-a373-63f010e4c950,INV-29a4fed8-3505-461d-a6dc-f6d410a15426,CID-007,2025-11-23,2098.64,AmEx,USD,SampleGen
46626862-f1b8-42c8-b225-ff0054d11d6c,INV-aea3949e-7f91-4a38-a301-b79549b6f473,CID-007,2025-05-03,1032.34,VISA,USD,SampleGen
01abb2fe-5a7a-4643-afb1-d7becea403c4,INV-b302b3e6-e34f-4efc-8116-0609e7b4f7a9,CID-007,2025-03-10,1549.56,VISA,USD,SampleGen
cf133dde-f52c-42f9-8290-e0ae5fe74f86,INV-b56c0e1a-e152-41f3-9c99-c9fafc89a541,CID-008,2025-04-26,406.92,VISA,USD,SampleGen
2b765ed6-3a38-4b2d-b5fe-3049e9d89578,INV-4990e31d-2f5f-49f9-ac13-ec761fb5ebea,CID-008,2025-08-11,3001.8,MC,USD,SampleGen
1d2e09b9-ae49-4981-98fd-f2cae00420fb,INV-c83c20f7-44d4-4755-b48b-180cbcd35b77,CID-008,2025-11-15,2539.58,PayPal,USD,SampleGen
21ec8f83-2ef1-4305-a0ad-9346634f0f69,INV-5471ec8d-1b05-410f-a4e0-221bd7026b68,CID-008,2025-08-01,2480.2,VISA,USD,SampleGen
c133b831-6313-486e-ac72-61e7c8b9f9c7,INV-ff7b04e8-d67e-483d-964c-68c0c8e264b0,CID-008,2026-02-08,1187.12,VISA,USD,SampleGen
ccc17776-e4f5-4713-afc7-061b39464096,INV-11b55596-0166-4bc6-afee-e26ad4a67665,CID-008,2025-06-26,3459.6,VISA,USD,SampleGen
31b81040-71bc-4ae1-b187-5eda83d510bb,INV-504bf342-346b-492e-b799-ef2137b1e5ff,CID-008,2025-07-16,428.16,PayPal,USD,SampleGen
79014878-f990-481a-b24c-8fc94929e9e8,INV-1c69b3df-d9a4-4a18-8f93-797270ff4bb4,CID-008,2025-11-13,820.22,AmEx,USD,SampleGen
6668d8a1-9e1e-4c2e-b90d-99b7e400f134,INV-d32266ec-7e63-4e14-b649-9bbb3ce9ec97,CID-008,2025-06-27,642.2,MC,USD,SampleGen
968bc2f0-d30e-4c75-abfc-422c869683ce,INV-9d61303e-742e-464a-81b3-0047162a7341,CID-008,2025-11-15,1856.96,AmEx,USD,SampleGen
5fdd1ebd-8898-492a-b9fb-24931352653b,INV-cde775d1-f197-40df-8e29-507f46da079b,CID-009,2025-06-03,1971.46,VISA,USD,SampleGen
45aeb660-7f09-4642-8170-ab02c2f87d08,INV-cb5a0508-bba9-4028-a235-990050ff58c9,CID-009,2025-10-14,2391.2,MC,USD,SampleGen
74fd5acb-e8e0-412f-bcb3-80f899a72553,INV-b7c8c140-ce77-4ef4-8516-d754c642e0b0,CID-009,2025-12-13,1780.64,PayPal,USD,SampleGen
c0a0163f-0100-4b46-94cc-e251958cd2f1,INV-0292fa5d-367b-4b41-8370-353abf0d72ab,CID-009,2025-11-08,2340.24,MC,USD,SampleGen
53eefd45-418e-4108-8d23-b62a0847338e,INV-145ee2b3-b735-4ab3-94f0-4d1b788d56d2,CID-009,2025-12-29,4509.0,Discover,USD,SampleGen
8a791e84-3e6b-46fa-a2f8-73eff6842564,INV-889c3c86-9833-4acc-ba81-9ff75fcc9937,CID-010,2026-01-04,4222.88,PayPal,USD,SampleGen
212a8ebc-823a-4f19-a316-70257f3615fc,INV-09546a1a-a35c-4c97-a086-899cf4e2b21d,CID-010,2025-01-21,2815.26,PayPal,USD,SampleGen
9fd95ea9-a0a7-438c-86e1-a1399c6939da,INV-d27a71e5-c501-4e7a-b5f2-3dcb0fe78516,CID-010,2025-02-15,500.16,VISA,USD,SampleGen
9a54b3ea-591d-4a8c-bce2-0af3413e5acc,INV-c5d4b5be-8868-4c8d-bcdd-512c0e760848,CID-010,2026-01-10,1964.98,PayPal,USD,SampleGen
c351b8a9-e4f2-4285-aaaf-74038838a98a,INV-87a89da2-bcd3-43ce-8df4-ffb486d23e3d,CID-010,2025-03-17,3735.32,Discover,USD,SampleGen
