PaymentId,InvoiceId,CustomerId,PaymentDate,PaymentAmount,PaymentMethod,IsoCurrencyCode,CreatedBy
ee228bd2-029a-4498-8e69-4d8f2ba716d3,INV-2df03021-8d1e-4bb2-b384-2798c754bc56,CID-001,2025-01-11,3722.56,Discover,USD,SampleGen
4774e239-b30a-4776-9fa7-37fe37c0f23b,INV-001d4491-9713-47a3-8120-03630ade7ef1,CID-001,2025-01-10,1611.0,AmEx,USD,SampleGen
cd6eb6ec-0be8-4c1c-b9bd-3005b020f181,INV-1b4f07c7-f3cf-4cc1-9497-821cb17c82da,CID-001,2025-02-19,538.36,MC,USD,SampleGen
64f8d7c9-ef09-40d3-be3c-c04fbed6e297,INV-29d08a26-fe56-493f-8e19-fcaacd0bc272,CID-001,2025-02-12,2382.66,VISA,USD,SampleGen
815206a9-ccc5-4872-b5ea-f02dc4be533a,INV-55d042b1-b244-4fdb-816a-4c69d4e5db9a,CID-001,2025-02-03,3313.4,MC,USD,SampleGen
2f634ebc-685d-4734-8105-0e9acc82b7e5,INV-72c0bf57-3a34-4904-8dc4-fd08c8fc31a7,CID-001,2025-03-01,6431.86,VISA,USD,SampleGen
a7822d73-b12c-4fd3-a352-231bebc93de3,INV-06f673af-770b-47f9-a2fc-1fdc2969afb1,CID-001,2025-03-20,3309.08,VISA,USD,SampleGen
0a0d6754-5f4c-4a47-bfc4-49c5eadb8d6c,INV-5459ed42-8ab1-49d0-bdad-40551cfe23c3,CID-001,2025-03-25,1903.62,VISA,USD,SampleGen
ecbc0e4a-dc01-41c5-9f83-ff2467bd1acf,INV-8d664bbd-83dd-4be0-811a-23bc07d4d0c8,CID-001,2025-04-16,525.6,VISA,USD,SampleGen
0438d6d9-7769-40b6-9908-2b7a2685846f,INV-5ffd7fd6-2579-4caf-bf21-0b791c0b45b3,CID-001,2025-04-19,2721.88,VISA,USD,SampleGen
9bbb6ce8-c935-4719-a30c-d7844d1a1208,INV-3b26eff3-fe07-4089-a829-220b0cbecb23,CID-001,2025-04-13,4587.4,MC,USD,SampleGen
15f9f16b-d680-4203-9375-b906d3d7d608,INV-1fca5aa3-0794-4b6e-bed7-dbf85fb7156c,CID-001,2025-04-29,2488.62,MC,USD,SampleGen
bd3a7bf8-bf65-47d8-896b-e857b7678523,INV-4b47f4dd-4bc9-4128-9ba3-e3f8cab7cb3c,CID-001,2025-05-09,2861.72,Discover,USD,SampleGen
069930db-6411-4cf5-a33b-3bd91ac12a0a,INV-64f53044-8662-4eb4-986b-d12c0fc48706,CID-001,2025-05-20,5948.52,PayPal,USD,SampleGen
c427d830-898c-4d29-b568-61b95a825e2e,INV-86c23ee3-8d40-4df9-b804-684f7df25a8b,CID-001,2025-05-23,3735.14,VISA,USD,SampleGen
d1e7b8ee-aaff-4682-b568-f2e77aa21e3a,INV-578e75ed-6b53-463b-803e-5a0d7caf327e,CID-001,2025-05-13,1008.98,VISA,USD,SampleGen
6dddbc9f-d6a0-4dfd-bcd3-52a957a1dc1f,INV-aa0b5b61-fe80-4e74-8ebe-a2da293ee2d8,CID-001,2025-06-05,3762.74,PayPal,USD,SampleGen
5d50aba4-994f-4dbb-a3f5-3df9a281c38c,INV-c06ac681-9d4c-47be-b84b-c54d75c8639d,CID-001,2025-06-03,3306.94,VISA,USD,SampleGen
44dabd8c-a679-45bf-95ea-4d23b7fa9916,INV-1d576734-d2f7-4fd7-be04-251d3eee9be1,CID-001,2025-07-22,4714.66,MC,USD,SampleGen
728f0b0d-de7d-44c3-ab54-12cd074bcf36,INV-7d3b6889-fa31-4d3d-9f06-0c1a8146e9b1,CID-001,2025-08-22,495.96,Discover,USD,SampleGen
932301a8-0a5f-4649-bc08-96fa561b9ea6,INV-00979297-26d6-4a39-adb1-65ddc139b5b8,CID-001,2025-08-05,2666.74,MC,USD,SampleGen
389fc71f-3a97-4882-89ae-73733bc6adb2,INV-fd3c1fe7-8360-4173-b04c-7670d7137c10,CID-001,2025-09-14,671.84,AmEx,USD,SampleGen
42197bba-f31f-40e4-ae99-f32409e0915f,INV-00f000c0-6366-4727-83e4-0e4e70c7c2f7,CID-001,2025-09-26,1990.58,VISA,USD,SampleGen
e5f25e67-aeb0-4204-b71a-165c0f3c959e,INV-a0dff6e9-1cae-40ca-8435-fa2bf2728f20,CID-001,2025-10-26,771.44,MC,USD,SampleGen
f4f21487-3ed7-40d9-a3b4-76b74156d683,INV-e6496db0-7253-437f-b926-5c3888739fe8,CID-001,2025-10-01,6703.18,MC,USD,SampleGen
