PaymentId,InvoiceId,CustomerId,PaymentDate,PaymentAmount,PaymentMethod,IsoCurrencyCode,CreatedBy
3b131cc5-326b-4bff-8773-1d68a5512f0b,INV-17171e8b-4509-4fd9-9681-44f793689d7f,CID-001,2025-10-02,4765.52,PayPal,USD,SampleGen
17884b63-2c27-467e-bbf7-8358755b338e,INV-4912bffb-c917-4ddc-aa86-e455aa87f6d6,CID-001,2025-03-18,559.56,PayPal,USD,SampleGen
78d0450c-291d-4187-bc3d-d774a72127d6,INV-67f09256-45b6-4e12-9e60-2698255403d5,CID-001,2025-02-03,2904.26,AmEx,USD,SampleGen
1af9c5be-900c-4e67-8960-cd5491b6f1e6,INV-9973374f-0c75-4fba-9cfa-80f521f12660,CID-001,2025-04-13,529.88,MC,USD,SampleGen
f6107a95-cb8b-41b9-844a-0516cdf1c5c0,INV-266b08a3-57fc-4d24-a00b-d2407132b72d,CID-001,2025-02-03,1780.68,VISA,USD,SampleGen
e44a71e1-3587-4f36-adfd-c32c4b6cc1f6,INV-ea910174-269e-4bca-8c70-49ccee32fb0a,CID-001,2025-11-04,1331.26,VISA,USD,SampleGen
4aaf0243-d667-4085-bb21-2ff774ef3139,INV-c2fb7e66-10c1-44c6-a48c-9e1e72acaf71,CID-001,2025-10-23,392.1,PayPal,USD,SampleGen
d783daa3-2be3-4bf4-8edb-6ae31110e569,INV-cf14d5c4-def7-4225-8769-53a2315c53ea,CID-001,2025-09-19,2043.5,MC,USD,SampleGen
5853b175-83ab-463f-a5d8-50ffe220476d,INV-ec5021ae-0432-4380-9102-37f5adf4a13e,CID-001,2025-11-11,716.44,Discover,USD,SampleGen
6f05e7b8-3c5e-4b10-9380-a09fe47c4ffb,INV-5780b34f-334c-424c-9145-b01709b5d918,CID-001,2025-04-07,7517.26,PayPal,USD,SampleGen
cdda08bf-bfa8-4f50-a766-02edf25bb108,INV-4858ff66-755b-46c8-b424-274e0535eff3,CID-001,2025-02-05,1098.06,Discover,USD,SampleGen
eb9c787e-1f00-4eb8-b817-93204525d725,INV-4c6a2dda-b4ac-49ff-8da9-6c5153ad51b9,CID-001,2025-11-15,3875.08,AmEx,USD,SampleGen
1ba3a933-d899-4d47-a750-078d6f0b8451,INV-83bdf24f-aa30-4eba-a515-f7f0dfd1e827,CID-001,2025-08-01,525.6,VISA,USD,SampleGen
13b01d1a-142f-4959-9e6c-58f8e9bbef52,INV-8969723a-38fb-41ee-8e3a-0014663cd653,CID-002,2025-11-01,1700.02,VISA,USD,SampleGen
a0fb7aa2-ed33-407e-b332-23e6514f864d,INV-6bf9b436-c0ca-4b1a-a1ac-549c81e3c1fd,CID-002,2025-03-07,847.8,MC,USD,SampleGen
a7fdc2d0-358b-4499-af73-659e3ee53a17,INV-73f6cf2a-9f13-439d-971e-8a96bd009395,CID-002,2025-01-16,2878.82,PayPal,USD,SampleGen
caf3bc77-ce89-4d88-b9d9-deee115f1eb4,INV-52f104fb-97d0-4552-b06a-38023688e52d,CID-003,2025-09-22,1017.4,AmEx,USD,SampleGen
5f63f7e3-3a62-411b-93f6-e43d918c2b70,INV-11bc2f39-899e-42af-8c6a-20332aabe00b,CID-003,2025-02-12,673.98,MC,USD,SampleGen
783179b6-7ab2-4cbc-9011-f9ff37481023,INV-a4643cf6-75c3-48c2-a1eb-81226a5b85ab,CID-003,2025-10-23,635.9,Discover,USD,SampleGen
595d5c31-4eb3-4ba0-8c69-5ae8f685aa72,INV-a54a1d62-f9f2-425d-ae41-45a8c40a711e,CID-003,2025-10-23,1015.38,MC,USD,SampleGen
d9718fbe-6778-4359-adab-f01b66ce6697,INV-966b18c0-f19b-4ac7-9a59-e4a2c2ea8eac,CID-003,2025-04-05,1610.92,MC,USD,SampleGen
25b90d78-aa1f-4a4e-97a2-14fdd14e02e5,INV-9739a0a4-efca-4058-b95f-9f012e60d985,CID-003,2025-10-12,1865.34,AmEx,USD,SampleGen
dcdf97ec-5e4a-4061-bb94-574a8da7fc25,INV-05eb89c2-4e4e-4e7e-a7e4-c44d09f20ca5,CID-003,2025-05-24,2001.12,PayPal,USD,SampleGen
ee0ca01e-a2fd-4178-b89c-251207bdb94b,INV-5fbc3323-680e-4611-8efb-d12c32df1b12,CID-004,2025-01-19,5113.24,MC,USD,SampleGen
700da7c0-d9f2-477b-8418-7302910db444,INV-0db4b6f3-d6fa-4361-9085-23715b471e2a,CID-004,2026-01-02,4188.96,VISA,USD,SampleGen
e643634e-003d-44a0-a1c0-9a6924b65968,INV-8812fca3-4254-44c0-8ff9-50c38d42101f,CID-004,2025-04-14,1625.8,VISA,USD,SampleGen
296951b8-1f1b-49d8-bb76-d57b5773f670,INV-de22e585-62e6-4296-8dba-5933d2f0a93c,CID-004,2025-05-30,3158.58,MC,USD,SampleGen
78296674-152c-47ea-8fcb-e0c0c33fdbf1,INV-8e7b508a-cf0f-4f18-a290-91faf4410222,CID-005,2025-07-09,4184.74,AmEx,USD,SampleGen
8b080b77-c165-4137-90b3-01601a9736aa,INV-179e94b0-411c-4b6b-8357-401e20d11f14,CID-005,2026-01-11,1734.04,PayPal,USD,SampleGen
ae01a307-855f-45b9-88c3-9b2dd1e7fc69,INV-4beb61a6-117e-4164-b51b-955dd9fd7491,CID-005,2025-09-04,430.22,MC,USD,SampleGen
8511d75e-0c32-4ae4-91e0-1f1f2c1c742f,INV-293a897f-af1d-428b-be53-253926cc44a6,CID-005,2025-04-06,292.44,MC,USD,SampleGen
3d3fb11a-af5d-4e2b-8c46-64cef8ac4499,INV-c163e4c5-c389-4630-b322-256ecdad9395,CID-005,2025-10-14,4627.78,AmEx,USD,SampleGen
